,tweet,calculated_sentiment
3480,great scoop illustrates largely undertheradar privacy problem facing compan,1
3481,two seperate occasions went local apple store troubleshoot two dif,3
3482,exchanges nothing terms buying power like central,1
3483,used hidden profile taking space feed page hate apple irritating ios sucks,1
3484,giro,3
3485,hey apple put ads another level,3
3486,talk,3
3487,done podcast disappeared phone thank goodness bene,1
3488,let call help assistance kingstonuponthames inform bought,1
3489,hey bestie get rid please begging,1
3490,home page twitter changed since updating ios completely irritating,1
3491,mine super glitchy recently disconnect reconnect hear music sound,1
3492,found icloud backup potentially culprit making new verizon iphone tmobile als,1
3493,people didnt really want need use hundreds bucks discomfort,1
3494,getting hdcp error every couple hours running appletvs hdmi check fixes every,1
3495,turkish designer funny joke please back routine eating kebab baklava,1
3496,googles glass offered potential useful limited features yes like,3
3497,pretty well documented catch facebook connect coverage matter,3
3498,want get people use facebook need make features people,1
3499,feel like caca keep shaking passing also tummy hurts waiy omg never saw emoji beif,1
3500,fuck,3
3501,want give massive shoutout kingstonuponthames poor wifes car broke amp phone ran,5
3502,cannibalizing ipad sales,3
3503,imagine facebook would want glasses beyond gimmick,3
3504,new macs make cuttingedge machinelearning workstations via amp believ,1
3505,special thanks imovie fav helping create video,5
3506,wow upgraded big sur bluetooth workbaffling,1
3507,looking forward seeing moves makes keep something momentous,1
3508,disappointed called regarding new iphonepromax heating day amp draining battery supe,1
3509,wouldnt call google glass experiment lame attempt technology,3
3510,dont get didnt sell gimmicks didnt offer feat,1
3511,able access upgraded benefits instagram reply message option iphone alre,1
3512,apple store avalon alpharetta refuses sell latest iphone walkins amp ask come next day without maki,1
3513,miss know stellar wherever best always,1
3514,sure use carrot ios available settings,1
3515,would wildly anticipated assuredly appreciated,5
3516,liquid cooling inside die perfect silicon macs silicon discreet gpus sir tim god bless,5
3517,yeah said,1
3518,would great ian,1
3519,position vacant since last june broke news new hire head,1
3520,truth google glass continued world focused,3
3521,mission learn ill let know find share,1
3522,since new update iphone sends text messages times tells undelivered,1
3523,,3
3524,tax evasion ireland costs countries year,5
3525,saw sponsored tweet would aghast might drop iphone would fine since iphone,1
3526,sorry going worst customer service,1
3527,domain store buy new iphone need make appointment,1
3528,twofactor authentication extremely disruptive users people sit around day think,1
3529,gamecenter hiding inside settings please bring back like,1
3530,might depending plays sure ive written anything specifically,1
3531,yeah one bought snapchat glasses either ironically people,1
3532,still waiting fucking olive emoji,1
3533,cant put complete charger earpiece new iphone pro max thats useless decision,1
3534,please sign petition telling pay factory workers liveable wage sweatshops,1
3535,take photo iphone share anyone messaging,1
3536,gtgtiphone,3
3537,everytime updates think returning android yall full shyt waste,1
3538,time unpredictable nokia apple,3
3539,really cool,1
3540,better,1
3541,day waiting iphone pro arrive minutes waiting hold support unable give,1
3542,dont remember changing lols lol,1
3543,need fix frickin relationship keep missing important emails,1
3544,considering much charges phones youd think could manufacture ethically apple,1
3545,small businesses pound sand,3
3546,spend least hour someone reading troubleshooting script,1
3547,congrats barb excited hear upcoming accomplishments,5
3548,dont worry get job buy macbook sending prayers,1
3549,lobbyists trying weaken uyghur forced labor prevention act according congressional sta,1
3550,take money dont think whoever made captured,1
3551,two weeks since took money without authorisation still havent refunded like promised,1
3552,uyghur forced labor prevention act would require companies guarantee use impriso,3
3553,playing pubgkr iphone lagging issue frame drop issue,1
3554,apple gon na regret one probably new laptop tablet watch ipods,1
3555,hun,3
3556,lame attempt first personal computers wouldnt prevent second gens becoming,3
3557,lot app crashes iphone pro max please fix issue asap else give money back take phone,1
3558,happy low cut revenue fixed monthly fee would harm indie small devs,5
3559,also pedophilia apparently doesnt consider word lmao wonder incest,1
3560,least dont covid,1
3561,privacy iphone mac orange,1
3562,apple lobbying bill aimed stopping forced labor china,3
3563,absolutely infuriating experience trying pick new iphone ive,5
3564,thanks happy birthday well,5
3565,cant stand dont like android either many options,3
3566,welcome modernday tech,5
3567,husband switched samsung apple request hasnt forgiven since,1
3568,happy birthday mine coming days,1
3569,haha need right theyre busy slow,1
3570,apples custserv always notoriously atrocious nothing new,1
3571,glad dont products produced forced labor apple,1
3572,well kind,3
3573,still trust apple,3
3574,apple refunded cent morning yall done,1
3575,absolutely despicable come world companies like make decisions like apple,3
3576,imessage gif search engine images enough references vast pop culture contributi,1
3577,deny know whats happening moral question buy products companies like,1
3578,say hate apple wasted hours person finally adm,1
3579,,3
3580,google glass fiasco dont think anyone going try sell mass mar,1
3581,corporate hypocrisy isnt company talking humanrights trying undermine law,1
3582,big sur worst mac version far,1
3583,apple lobbying bill aimed stopping forced labor china really shameful better rever,1
3584,got bone pick yall block someone dont wan na still receive text messages,1
3585,king materialistic hunger,3
3586,secret weapon right front,1
3587,damn,3
3588,switched android iphone count days say wan na environmentally friendly,1
3589,ive iphone less year battery health already thats bullshit,1
3590,,3
3591,never many issues syncing phone mac since updated iphone software even,1
3592,best best,3
3593,deal apple settled agreed pay million resolve claim,3
3594,today birthday finally turned years old like happy birthday,1
3595,fact options waiting music okay yall show bad,1
3596,case still doubt,1
3597,big sur ugly none applications open downgrading,1
3598,drops new products yearly never run stock get phone day every year eight,1
3599,hey open reading anything youve wrote ethics brand loyalty pros,1
3600,episode live cover house openran bill,3
3601,according article two complex units capable multiply,3
3602,okay new tomandjerrymovie trailer jerry using airpods sort partnership,5
3603,early evening tram eat adverts heads corporation street onto stephenson place,3
3604,thanks reassuring somehow clear record password didnt work,1
3605,meet man designed fave apple products nov cyrus irani answer working,3
3606,challenge smartphone makers make flagship smartphone removable battery,1
3607,customer actually piss poor,1
3608,ive seen happen enough times people thought knew pass,1
3609,mac guy deeply disappointing,1
3610,apple lobbying bill aimed stopping forced labor china shame may ditch,3
3611,driving receive text ask siri read siri reply sorry,1
3612,move serious automatic fee reduction without additional enrollment,1
3613,watched man youtube wrap wet paper towel around apple pencil make work iphonei tried,1
3614,blueberry emoji update thank,3
3615,hey treatment uyghur people china greatest human rights violations pas,1
3616,bit fence respect inch laptop friend intel one,1
3617,ive iphone four years last night son threw floor target shattered,1
