,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
2517,three blaring election oddities nobody deny saying goes ohio goes goes nation ohi,-1,4393,11/15/2020 21:29,1.33e+18,United,"Three Blaring Election Oddities that Nobody Can Deny...
As the saying goes, “As Ohio goes, so goes the nation.” Ohi… https://t.co/94L4VPfB28",0
2518,clearly one never asked darn thing one,-1,4394,11/15/2020 21:26,1.33e+18,United,"@united Will do. It's clearly one of those ""I never asked for the darn thing, now I'm the one that has to do all th… https://t.co/kdlvmP4qho",0
2519,ive flown internally usa sydney,0,4395,11/15/2020 21:26,1.33e+18,United,@paul_winginit I’ve only flown @united internally USA and from Sydney to LA,0
2520,need help,-1,4397,11/15/2020 21:19,1.33e+18,United,I need help .@united !,0
2521,learned hard way delta airline fully booking seats,-1,4398,11/15/2020 21:17,1.33e+18,United,@macykatm23 @united i learned the hard way delta is the only airline not fully booking seats.,0
2522,still pandemic going guys still full flights social distancing plane,-1,4399,11/15/2020 20:59,1.33e+18,United,@united for there to still be a pandemic going on you guys still have FULL flights and no social distancing on the plane.,0
2523,extended points validity period six month theyve done,0,4400,11/15/2020 20:57,1.33e+18,United,@nigelwadsworth @SingaporeAir have extended their points' validity period for six month. And they've now done that… https://t.co/v3NCQCOzSb,0
2524,remove distribution list hemispheres magazine please explain,0,4401,11/15/2020 20:57,1.33e+18,United,@united Can you remove me from your distribution list for Hemispheres Magazine please. Or explain how I can do it myself.,0
2525,traveling home away work balls book every seat cases skyrocketing,-1,4403,11/15/2020 20:53,1.33e+18,United,Traveling home after being away for work and @united has the balls to book every seat when cases are skyrocketing.… https://t.co/wkL4YQmogQ,0
2526,game starts take notvs bankruptcy,0,4404,11/15/2020 20:53,1.33e+18,United,When the game starts in 15 but so does take off 😔 @united #noTVs #Bankruptcy,0
2527,yes one came,-1,4407,11/15/2020 20:48,1.33e+18,United,"@united Yes, I did, but no one came...",0
2528,begin offering food drinks select flights,-1,4408,11/15/2020 20:45,1.33e+18,United,".@united to begin offering food, drinks on select flights https://t.co/8vpgReWgpK",0
2529,nonstop newyork guatemala city guatemala roundtrip travel janjun dates,0,4410,11/15/2020 20:40,1.33e+18,United,"🔥 Non-stop from #NewYork to Guatemala City, Guatemala for only $184 roundtrip with @United #Travel (Jan-Jun dates)… https://t.co/SJWd4MYrUp",0
2530,nah cuz still living,-1,4411,11/15/2020 20:39,1.33e+18,United,@MiamiDolphins Nah cuz @united is still living in the 90s 🤮,0
2531,hey theres dog poop carpet walkway nashville international airport gate come clean,0,4412,11/15/2020 20:36,1.33e+18,United,Hey @united there’s a dog poop on the carpet walkway at Nashville International Airport: Gate A7 come clean it up! 🤪,0
2532,guadalajara mexico san francisco usa usd roundtrip travel janapr dates,0,4413,11/15/2020 20:31,1.33e+18,United,"#Guadalajara, Mexico to San Francisco, USA for only $236 USD roundtrip with @United #Travel (Jan-Apr dates)… https://t.co/nQpuFz3G9U",0
2533,looking booking trip back june next year uncertain covid makes incredibly diffic,1,4414,11/15/2020 20:25,1.33e+18,United,"Looking at booking a trip back to the UK in June next year, but the uncertain of Covid makes this incredibly diffic… https://t.co/5XMrBZ240i",0
2534,says thousand year one put since mafia like employees,-1,4415,11/15/2020 20:24,1.33e+18,United,@united she says that with 3 thousand a year one of them put me since they are with that mafia like 5 employees she… https://t.co/nZUA8NhlgZ,0
2535,friend travels lot europe told travels free since employee,-1,4416,11/15/2020 20:22,1.33e+18,United,@united have a friend who travels a lot to Europe and she told me that she travels for free since an employee of un… https://t.co/1MrPQwQakO,0
2536,hello sdq dominican republic station making fraud employees flight benefits,0,4417,11/15/2020 20:20,1.33e+18,United,@united hello At the SDQ Dominican Republic station they are making fraud with the employee's flight benefits and I… https://t.co/0LMasIroRm,0
2537,really contemplating never flying ever booking flights strangers forced,-1,4420,11/15/2020 20:01,1.33e+18,United,I’m really contemplating never flying @united ever again. How are you booking flights where strangers are forced to… https://t.co/zdwEG3p5rs,0
2538,safe travels good enjoy wherever heading living resilience roadwarrior,1,4421,11/15/2020 19:54,1.33e+18,United,@rwang0 @united Safe travels and good on you! Enjoy wherever you are heading. #Living #Resilience #RoadWarrior,0
2539,need call use credits told,-1,4424,11/15/2020 19:50,1.33e+18,United,@united I did but I need to call and use the credits Is what I was told.,0
2540,blown away way treated cancelled hooked another airline honestl,-1,4425,11/15/2020 19:49,1.33e+18,United,@united We were so blown away by the way we were treated that we cancelled and hooked with another airline. Honestl… https://t.co/1ncNuDH85Z,0
2541,mypov thank,1,4426,11/15/2020 19:48,1.33e+18,United,@dave_dyson @united MyPOV: thank you.,0
2542,mypov masked give officer behind thei,-1,4427,11/15/2020 19:48,1.33e+18,United,"@javajag @TSA @flySFO @united MyPOV: so you are masked @tsa but when you give them the ID, the officer (behind thei… https://t.co/lyySFSrbu1",0
2543,thanks,1,4428,11/15/2020 19:47,1.33e+18,United,@united Thanks!,0
2544,keep calling number keep getting hung wont let use credits,-1,4431,11/15/2020 19:46,1.33e+18,United,@united No. I keep calling your number keep getting hung up on. Won’t let me use my credits,0
2545,mypov two complementary isopropyl alcohol wipes,1,4433,11/15/2020 19:46,1.33e+18,United,"@dkimbpm @united MyPOV: no, but there were two complementary isopropyl alcohol wipes.",0
2546,joke trying use voucher cancelled trip agent telling cant use,-1,4436,11/15/2020 19:40,1.33e+18,United,@united what a joke. Been trying to use my voucher from a cancelled trip and your agent is telling me I can’t use i… https://t.co/K25eSX49Ue,0
2547,worst company ever cancelled flight destination unwilling help come,-1,4437,11/15/2020 19:38,1.33e+18,United,@united is the worst company ever. They cancelled my flight to my destination and were unwilling to help come up wi… https://t.co/txwjmCmpq0,0
2548,safe travels mate,1,4438,11/15/2020 19:35,1.33e+18,United,@rwang0 @united Safe travels mate.,0
2549,least put table cloth snark,-1,4439,11/15/2020 19:34,1.33e+18,United,@rwang0 @united Did they at least put it on a table cloth #snark,0
2550,yep nothing done woman never mask next one one ear,-1,4440,11/15/2020 19:31,1.33e+18,United,@united Yep and nothing was done. The woman never had her mask on next to me and one one she had on her ear was a n… https://t.co/1lHD8oweW0,0
2551,safe travels wonder different beif,-1,4442,11/15/2020 19:29,1.33e+18,United,@rwang0 @united Safe travels. Wonder how different it will be...if any.,0
2552,flights full since september,-1,4444,11/15/2020 19:27,1.33e+18,United,@merreyum @united flights have been full for me since ~september 🤯,0
2553,joke called three times today phone hour hung every tim,-1,4446,11/15/2020 19:25,1.33e+18,United,@united is a joke. Called them three times today was on the phone with them over an hour. Been hung up on every tim… https://t.co/IWBjuRSvxK,0
2554,sister law international flight tomorrow united requiring covid test prior receiving,0,4447,11/15/2020 19:23,1.33e+18,United,@united my sister in law has an international flight tomorrow. United is requiring a covid test prior to receiving… https://t.co/mke9LatQ5t,0
2555,confused forced sit antimask people flight rude coughing,-1,4448,11/15/2020 19:22,1.33e+18,United,@united im confused how I had to be forced to sit between 2 antimask people on my flight who were rude and coughing… https://t.co/h2QkDdO2Zc,0
2556,summer indianapolis san juan puerto rico roundtrip travel maroct dates,0,4449,11/15/2020 19:20,1.33e+18,United,"SUMMER: #Indianapolis to San Juan, Puerto Rico for only $299 roundtrip with @United #Travel (Mar-Oct dates)… https://t.co/FzVvRKijqe",0
2557,anticipated flying terrible idea whats point enforcing distancing gate,-1,4450,11/15/2020 19:15,1.33e+18,United,As I had anticipated flying @united was a terrible idea. What’s the point of enforcing 6 ft distancing at the gate… https://t.co/8IGqqH4pLR,0
2558,work hold middle seats empty enticed almost fly folks,-1,4451,11/15/2020 19:05,1.33e+18,United,@TheEconomist The work by @Southwest to hold middle seats empty (for a while) enticed me to (almost) fly. But folks… https://t.co/JUN4Wq5pLL,0
2559,flight denver houston pretty much ever seat full except economy plus seats glad,-1,4452,11/15/2020 18:55,1.33e+18,United,On a flight from Denver to Houston and pretty much ever seat is full (except some Economy Plus seats 🤣). Glad to se… https://t.co/3l8VN8x6ag,0
2560,finally got mask asked could purchase ticket since cash went prep,-1,4454,11/15/2020 18:45,1.33e+18,United,@united When I finally got a mask I asked where I could purchase a ticket since I only had cash. I went to the prep… https://t.co/YP9FXhdyOU,0
2561,didnt know liked stroopwafels nay think theyre prefer regular yeasty belgian,-1,4455,11/15/2020 18:45,1.33e+18,United,@umairvaid @united I didn’t know you liked stroopwafels ‘nay! I think they’re ok. I prefer regular yeasty Belgian w… https://t.co/tzhGIqgSVl,0
2562,went purchase ticket mask fell floor simply asked one could,-1,4456,11/15/2020 18:42,1.33e+18,United,"@united I just went in to purchase a ticket, my mask fell on the floor so I simply asked if they had one they could… https://t.co/YhG3J3CTxh",0
2563,yes help provided newark airport flight new delhi,-1,4457,11/15/2020 18:41,1.33e+18,United,@united Yes. But no help was provided by any of them. We were at Newark Airport for a flight to New Delhi.,0
2564,safe travels,1,4460,11/15/2020 18:36,1.33e+18,United,@rwang0 @united Safe travels.,0
2565,didnt allow access baby care items baggage delay period extremely unpleasant experience,-1,4463,11/15/2020 18:31,1.33e+18,United,@United didn’t allow access to baby care items from my baggage during the delay period. Extremely unpleasant experience.,0
2566,one worst flying experiences traveling month old business class flight delaye,-1,4464,11/15/2020 18:29,1.33e+18,United,One of the worst flying experiences in @United while traveling with my 5 month old in business class. Flight delaye… https://t.co/QJfFjkPWCk,0
2567,got newark orlando flight attendants nothing lack masks,-1,4465,11/15/2020 18:28,1.33e+18,United,@united @DeptofDefense Just got off UA226 Newark to Orlando. Flight attendants did nothing about lack of masks. https://t.co/bu1Fcr5k94,0
2568,nobody fly staff incredibly rude denied helping,-1,4466,11/15/2020 18:27,1.33e+18,United,nobody fly with @united their staff are incredibly RUDE!!! And denied helping me!!!,0
2569,yeah polaris lbs still insane plus third regular sized bag used,-1,4468,11/15/2020 18:26,1.33e+18,United,@united Yeah I was in Polaris so I had 70lbs. Still insane. Plus $150 for my third regular sized bag. I used to be… https://t.co/zG9LUnhsnc,0
2570,wishing safe travel god bless,1,4469,11/15/2020 18:22,1.33e+18,United,@rwang0 @united Wishing you safe travel. God Bless,0
2571,pattydontstart packyourbagsdonald movingday january call,0,4474,11/15/2020 18:01,1.33e+18,United,"@realDonaldTrump #PattyDontStart. Just #PackYourBagsDonald. #MovingDay is the 5th of #January2021.

Should I call… https://t.co/La5qglEIja",0
2572,lining takeoff united lhr,-1,4475,11/15/2020 17:57,1.33e+18,United,"An @united @BoeingAirplanes @BoeingUK #B787 lining up for takeoff @HeathrowAirport.

#United #B787 #LHR #N24972… https://t.co/Z8I1loBMac",0
2573,agree lame given weve loyal long hope makes right safe travels,1,4478,11/15/2020 17:53,1.33e+18,United,@toddvernon @united I agree that is lame given we’ve been loyal to them for so long. I hope @united makes it right for you. Safe travels!,0
2574,apparently wife two daughters flying first maui guys seriously lame,-1,4479,11/15/2020 17:51,1.33e+18,United,@united But apparently not my wife and two daughters flying first to Maui.  Guys this is seriously lame.,0
2575,stopped paying membership get airport close boarding pay club,-1,4480,11/15/2020 17:51,1.33e+18,United,@toddvernon @united I stopped paying for the membership and just get to the airport close to boarding and pay club… https://t.co/nWhKhvoDQg,0
2576,teamsearocks united seattle enjoying united painted livery one favorite saga,1,4482,11/15/2020 17:49,1.33e+18,United,"#teamSEArocks United in Seattle enjoying United painted livery of one of my favorite saga. 
@starwars… https://t.co/6isJ9nMvoW",0
2577,zrh standard vom united airlines boeing united airlines boeing,-1,4484,11/15/2020 17:48,1.33e+18,United,"ZRH Standard vom 15.11.2020

United Airlines Boeing 787-9 N24979
United Airlines Boeing 787-8 N27901 @zrh_airport… https://t.co/yxo3LqMczw",0
2578,thanks sent info via let know might expect hear back,1,4485,11/15/2020 17:44,1.33e+18,United,"@united Thanks, I sent the info via DM. Let me know when I might expect to hear back.",0
2579,think pretty lame cant take two adult daughters united club without paying extr,-1,4487,11/15/2020 17:39,1.33e+18,United,I think it’s pretty lame @United that I can’t take my two Adult daughters into a United Club without paying an extr… https://t.co/IWm1dldqj8,0
2580,happy hear warm sandwich plastic certain vibe another year say,1,4490,11/15/2020 17:36,1.33e+18,United,"@rwang0 @united I'm happy to hear. A warm sandwich in plastic has a certain vibe. ""Just another year"" they say.",0
2581,mypov actually surprisingly good,1,4491,11/15/2020 17:34,1.33e+18,United,@aukia @united MyPoV: actually surprisingly good. @united,0
2582,safe travels,1,4492,11/15/2020 17:30,1.33e+18,United,@rwang0 @united safe travels,0
